2
10 10
4 4
100
 2 1 1 1
 2 2 2 1
 2 3 3 1
 2 4 4 1
 2 5 5 1
 2 6 6 1
 2 7 7 1
 2 8 8 1
 2 9 9 1
 2 10 10 1
 2 11 11 1
 2 12 12 1
 2 13 13 1
 2 14 14 1
 2 15 15 1
 2 16 16 1
 2 17 17 1
 2 18 18 1
 2 19 19 1
 2 20 20 1
 2 21 21 1
 2 22 22 1
 2 23 23 1
 2 24 24 1
 2 25 25 1
 2 26 26 1
 2 27 27 1
 2 28 28 1
 2 29 29 1
 2 30 30 1
 2 31 31 1
 2 32 32 1
 2 33 33 1
 2 34 34 1
 2 35 35 1
 2 36 36 1
 2 37 37 1
 2 38 38 1
 2 39 39 1
 2 40 40 1
 2 41 41 1
 2 42 42 1
 2 43 43 1
 2 44 44 1
 2 45 45 1
 2 46 46 1
 2 47 47 1
 2 48 48 1
 2 49 49 1
 2 50 50 1
 2 51 51 1
 2 52 52 1
 2 53 53 1
 2 54 54 1
 2 55 55 1
 2 56 56 1
 2 57 57 1
 2 58 58 1
 2 59 59 1
 2 60 60 1
 2 61 61 1
 2 62 62 1
 2 63 63 1
 2 64 64 1
 2 65 65 1
 2 66 66 1
 2 67 67 1
 2 68 68 1
 2 69 69 1
 2 70 70 1
 2 71 71 1
 2 72 72 1
 2 73 73 1
 2 74 74 1
 2 75 75 1
 2 76 76 1
 2 77 77 1
 2 78 78 1
 2 79 79 1
 2 80 80 1
 2 81 81 1
 2 82 82 1
 2 83 83 1
 2 84 84 1
 2 85 85 1
 2 86 86 1
 2 87 87 1
 2 88 88 1
 2 89 89 1
 2 90 90 1
 2 91 91 1
 2 92 92 1
 2 93 93 1
 2 94 94 1
 2 95 95 1
 2 96 96 1
 2 97 97 1
 2 98 98 1
 2 99 99 1
 2   100   100 1
